# source_model_tree_path=('ltbrTrueMean',), gsim_tree_path=('b1',), investigation_time=50.0
lon,lat,FIV3(0.1)-0.02,FIV3(0.1)-0.1,FIV3(0.2)-0.02,FIV3(0.2)-0.1,FIV3(0.3)-0.02,FIV3(0.3)-0.1,FIV3(0.4)-0.02,FIV3(0.4)-0.1,FIV3(0.5)-0.02,FIV3(0.5)-0.1,FIV3(0.6)-0.02,FIV3(0.6)-0.1,FIV3(0.7)-0.02,FIV3(0.7)-0.1,FIV3(0.8)-0.02,FIV3(0.8)-0.1,FIV3(0.9)-0.02,FIV3(0.9)-0.1,FIV3(1.0)-0.02,FIV3(1.0)-0.1,FIV3(1.1)-0.02,FIV3(1.1)-0.1,FIV3(1.2)-0.02,FIV3(1.2)-0.1,FIV3(1.3)-0.02,FIV3(1.3)-0.1,FIV3(1.4)-0.02,FIV3(1.4)-0.1,FIV3(1.5)-0.02,FIV3(1.5)-0.1,FIV3(1.6)-0.02,FIV3(1.6)-0.1,FIV3(1.7)-0.02,FIV3(1.7)-0.1,FIV3(1.8)-0.02,FIV3(1.8)-0.1,FIV3(1.9)-0.02,FIV3(1.9)-0.1,FIV3(2.0)-0.02,FIV3(2.0)-0.1,FIV3(2.1)-0.02,FIV3(2.1)-0.1,FIV3(2.2)-0.02,FIV3(2.2)-0.1,FIV3(2.3)-0.02,FIV3(2.3)-0.1,FIV3(2.4)-0.02,FIV3(2.4)-0.1,FIV3(2.5)-0.02,FIV3(2.5)-0.1,FIV3(2.6)-0.02,FIV3(2.6)-0.1,FIV3(2.7)-0.02,FIV3(2.7)-0.1,FIV3(2.8)-0.02,FIV3(2.8)-0.1,FIV3(2.9)-0.02,FIV3(2.9)-0.1,FIV3(3.0)-0.02,FIV3(3.0)-0.1
-121.96000,37.82014,6.688961E+01,3.746180E+01,1.166814E+02,6.607794E+01,1.702648E+02,9.935832E+01,2.031132E+02,1.175935E+02,2.554992E+02,1.374238E+02,2.823633E+02,1.548142E+02,3.039071E+02,1.633359E+02,3.167992E+02,1.744387E+02,3.336250E+02,1.743577E+02,3.636782E+02,1.942364E+02,3.752837E+02,1.975933E+02,3.781235E+02,2.023098E+02,3.876697E+02,2.057400E+02,4.204865E+02,2.134416E+02,4.003409E+02,2.132047E+02,4.079233E+02,2.154256E+02,4.226349E+02,2.113825E+02,4.152786E+02,2.130225E+02,4.230801E+02,2.123945E+02,4.170751E+02,2.171178E+02,4.151768E+02,2.212746E+02,4.147198E+02,2.161602E+02,4.029439E+02,2.199424E+02,4.214141E+02,2.178763E+02,4.356665E+02,2.200664E+02,4.170444E+02,2.161061E+02,4.285917E+02,2.198448E+02,4.303911E+02,2.186779E+02,4.129069E+02,2.167731E+02,4.053442E+02,2.107875E+02
-121.95954,37.86510,6.252884E+01,3.565933E+01,1.107785E+02,6.441147E+01,1.601066E+02,9.395073E+01,2.027039E+02,1.138846E+02,2.371535E+02,1.349400E+02,2.662155E+02,1.520746E+02,2.792124E+02,1.597458E+02,3.073641E+02,1.716315E+02,3.204425E+02,1.767128E+02,3.289374E+02,1.804579E+02,3.434585E+02,1.871285E+02,3.452661E+02,1.898700E+02,3.610297E+02,2.020818E+02,3.824994E+02,2.008242E+02,3.715760E+02,2.017440E+02,3.681831E+02,1.999192E+02,3.612980E+02,1.998658E+02,3.842344E+02,2.049273E+02,3.800652E+02,2.062783E+02,3.764501E+02,2.046330E+02,3.975095E+02,2.119428E+02,3.884156E+02,2.049967E+02,3.922127E+02,2.069778E+02,3.867255E+02,2.085712E+02,3.844404E+02,2.112299E+02,3.861621E+02,2.034929E+02,3.830456E+02,2.067898E+02,3.756285E+02,2.038937E+02,3.761656E+02,2.011350E+02,3.569973E+02,2.007838E+02
-121.95909,37.91007,6.521590E+01,3.702668E+01,1.148732E+02,6.473960E+01,1.729486E+02,9.566448E+01,2.020658E+02,1.138595E+02,2.314724E+02,1.308785E+02,2.684518E+02,1.491347E+02,2.979272E+02,1.615739E+02,3.159674E+02,1.693312E+02,3.138418E+02,1.738176E+02,3.506993E+02,1.849746E+02,3.420300E+02,1.891368E+02,3.757867E+02,1.861467E+02,3.757259E+02,2.000463E+02,3.779286E+02,2.021677E+02,3.773634E+02,2.043581E+02,3.846555E+02,1.967374E+02,3.621984E+02,1.966472E+02,3.778978E+02,1.994758E+02,3.531026E+02,1.932230E+02,3.901326E+02,1.999857E+02,3.876479E+02,2.053055E+02,4.009603E+02,2.035963E+02,3.786261E+02,2.058872E+02,3.623619E+02,2.023033E+02,3.853533E+02,2.009097E+02,3.652866E+02,1.973565E+02,3.723074E+02,2.023319E+02,3.768864E+02,2.000654E+02,3.539560E+02,1.956030E+02,3.782722E+02,1.972929E+02
-121.95864,37.95503,6.140439E+01,3.421276E+01,1.064085E+02,5.934102E+01,1.643246E+02,8.806907E+01,1.943448E+02,1.067548E+02,2.281127E+02,1.247871E+02,2.556119E+02,1.392794E+02,2.854071E+02,1.462329E+02,2.931788E+02,1.550012E+02,3.003887E+02,1.621020E+02,3.368071E+02,1.689706E+02,3.410604E+02,1.764140E+02,3.299478E+02,1.740992E+02,3.382525E+02,1.811010E+02,3.469014E+02,1.838768E+02,3.520760E+02,1.844445E+02,3.727108E+02,1.869375E+02,3.391786E+02,1.816704E+02,3.608494E+02,1.845272E+02,3.501246E+02,1.825139E+02,3.490490E+02,1.887430E+02,3.620212E+02,1.952586E+02,3.593941E+02,1.882484E+02,3.531048E+02,1.917231E+02,3.529721E+02,1.892984E+02,3.469696E+02,1.847479E+02,3.519397E+02,1.850245E+02,3.493639E+02,1.864263E+02,3.593195E+02,1.886206E+02,3.457783E+02,1.831000E+02,3.639863E+02,1.860611E+02
-121.95818,38.00000,5.160446E+01,3.026768E+01,9.473324E+01,5.398920E+01,1.379520E+02,7.874292E+01,1.605981E+02,9.245575E+01,1.903468E+02,1.091983E+02,2.170922E+02,1.251728E+02,2.293289E+02,1.313131E+02,2.423826E+02,1.393002E+02,2.609723E+02,1.454668E+02,2.784360E+02,1.520651E+02,2.706933E+02,1.545001E+02,2.852506E+02,1.552123E+02,2.855117E+02,1.597809E+02,2.919921E+02,1.625171E+02,3.036647E+02,1.672203E+02,3.054775E+02,1.654512E+02,3.101832E+02,1.651408E+02,3.103611E+02,1.674761E+02,3.009125E+02,1.629039E+02,2.992262E+02,1.654641E+02,3.100205E+02,1.739458E+02,3.114652E+02,1.687957E+02,3.107874E+02,1.687410E+02,3.024189E+02,1.646617E+02,2.963704E+02,1.659618E+02,3.095134E+02,1.673020E+02,3.125016E+02,1.717275E+02,2.965599E+02,1.676734E+02,3.062305E+02,1.658730E+02,2.966610E+02,1.581631E+02
-121.91164,37.01075,6.295688E+01,3.795330E+01,1.131579E+02,6.859492E+01,1.640789E+02,9.799195E+01,2.004491E+02,1.182699E+02,2.382578E+02,1.400365E+02,2.876652E+02,1.600673E+02,3.016024E+02,1.758189E+02,3.147618E+02,1.815001E+02,3.451987E+02,1.928010E+02,3.721326E+02,2.035554E+02,3.889178E+02,2.093706E+02,4.067067E+02,2.196396E+02,4.466265E+02,2.327277E+02,4.642971E+02,2.442255E+02,4.449968E+02,2.436122E+02,4.671312E+02,2.480970E+02,4.934330E+02,2.519476E+02,5.073407E+02,2.555217E+02,5.129882E+02,2.590277E+02,4.963605E+02,2.544918E+02,5.105618E+02,2.524306E+02,5.316443E+02,2.682764E+02,5.021179E+02,2.597183E+02,5.141029E+02,2.605437E+02,5.381812E+02,2.587141E+02,5.354130E+02,2.661954E+02,5.090755E+02,2.604583E+02,5.110287E+02,2.591037E+02,4.956984E+02,2.610325E+02,5.216642E+02,2.582340E+02
-121.91117,37.05571,8.134981E+01,4.892302E+01,1.530217E+02,8.969646E+01,2.296510E+02,1.275411E+02,2.786910E+02,1.564247E+02,3.365334E+02,1.867969E+02,4.007489E+02,2.176416E+02,4.384712E+02,2.349708E+02,4.631076E+02,2.378522E+02,4.972818E+02,2.645901E+02,5.228276E+02,2.798738E+02,5.742326E+02,2.927321E+02,5.876506E+02,3.025164E+02,6.104003E+02,3.202676E+02,6.644043E+02,3.340174E+02,6.842399E+02,3.371965E+02,6.693431E+02,3.376933E+02,7.048989E+02,3.431024E+02,7.194903E+02,3.426272E+02,7.064207E+02,3.524790E+02,7.508241E+02,3.668267E+02,7.130284E+02,3.440166E+02,7.248289E+02,3.513186E+02,7.586415E+02,3.535703E+02,7.291737E+02,3.622782E+02,7.409003E+02,3.565115E+02,7.209283E+02,3.497788E+02,7.218104E+02,3.539690E+02,7.216383E+02,3.424533E+02,7.170221E+02,3.569997E+02,6.841036E+02,3.378025E+02
-121.91070,37.10068,9.116794E+01,5.285206E+01,1.677841E+02,9.376803E+01,2.516202E+02,1.399414E+02,2.949079E+02,1.711498E+02,3.589622E+02,2.024141E+02,4.308618E+02,2.371247E+02,4.667723E+02,2.522174E+02,5.038032E+02,2.612548E+02,5.416245E+02,2.882375E+02,5.988536E+02,3.029065E+02,6.281988E+02,3.197816E+02,6.330204E+02,3.335911E+02,6.927598E+02,3.537978E+02,7.263438E+02,3.707692E+02,7.488954E+02,3.711238E+02,7.657991E+02,3.719943E+02,7.579186E+02,3.746620E+02,8.051881E+02,3.943457E+02,7.787069E+02,3.856437E+02,7.805742E+02,3.892243E+02,7.784726E+02,3.793338E+02,7.992559E+02,3.895387E+02,7.606538E+02,3.856302E+02,7.940156E+02,3.865724E+02,7.822234E+02,3.856339E+02,7.707455E+02,3.870626E+02,8.152370E+02,3.857365E+02,8.035982E+02,3.836419E+02,7.649383E+02,3.770525E+02,7.689234E+02,3.796848E+02
-121.91023,37.14564,8.488137E+01,4.823962E+01,1.555717E+02,8.686823E+01,2.208660E+02,1.296121E+02,2.708959E+02,1.523644E+02,3.297352E+02,1.891671E+02,3.817338E+02,2.135625E+02,4.157338E+02,2.307670E+02,4.540252E+02,2.444776E+02,4.797870E+02,2.579275E+02,5.415254E+02,2.780444E+02,5.311882E+02,2.829526E+02,5.823834E+02,2.971628E+02,6.111551E+02,3.095285E+02,6.116585E+02,3.178074E+02,6.493852E+02,3.284458E+02,6.800386E+02,3.285775E+02,6.556547E+02,3.334385E+02,7.176975E+02,3.476727E+02,7.016003E+02,3.421143E+02,7.013364E+02,3.493647E+02,7.071704E+02,3.436638E+02,6.971028E+02,3.413309E+02,7.000302E+02,3.449536E+02,6.938397E+02,3.498306E+02,7.216005E+02,3.390784E+02,7.063086E+02,3.447534E+02,7.165640E+02,3.425343E+02,6.788198E+02,3.337782E+02,6.956624E+02,3.436461E+02,6.664744E+02,3.433647E+02
-121.90976,37.19061,6.579283E+01,3.917711E+01,1.196931E+02,7.062325E+01,1.717564E+02,1.021947E+02,2.192580E+02,1.236855E+02,2.549558E+02,1.471156E+02,2.870474E+02,1.624331E+02,3.012706E+02,1.781829E+02,3.518402E+02,1.898577E+02,3.617863E+02,1.994828E+02,3.969319E+02,2.141570E+02,4.084785E+02,2.162616E+02,4.226711E+02,2.316573E+02,4.456121E+02,2.317269E+02,4.662616E+02,2.427223E+02,4.672853E+02,2.473543E+02,4.755104E+02,2.495111E+02,4.887873E+02,2.535985E+02,5.170768E+02,2.651768E+02,5.111738E+02,2.601953E+02,5.205303E+02,2.694161E+02,5.254223E+02,2.678365E+02,5.359175E+02,2.671426E+02,5.102875E+02,2.621378E+02,5.165067E+02,2.602782E+02,5.268820E+02,2.698325E+02,5.039311E+02,2.656692E+02,5.192865E+02,2.636323E+02,5.037855E+02,2.607616E+02,5.225562E+02,2.650004E+02,5.083326E+02,2.669834E+02
-121.90929,37.23558,5.860762E+01,3.416400E+01,1.047252E+02,6.090493E+01,1.451027E+02,8.688301E+01,1.816306E+02,1.064287E+02,2.235818E+02,1.286339E+02,2.520935E+02,1.429287E+02,2.670536E+02,1.560258E+02,2.911415E+02,1.589299E+02,3.137265E+02,1.741873E+02,3.262122E+02,1.839162E+02,3.397502E+02,1.895602E+02,3.588758E+02,1.971320E+02,3.652289E+02,2.055508E+02,3.852519E+02,2.074578E+02,3.979650E+02,2.155173E+02,3.888288E+02,2.143159E+02,4.164493E+02,2.231652E+02,4.142097E+02,2.235440E+02,3.969714E+02,2.210376E+02,4.179474E+02,2.196511E+02,4.458338E+02,2.236230E+02,4.274431E+02,2.240804E+02,3.974083E+02,2.212131E+02,4.243239E+02,2.269427E+02,4.200868E+02,2.259484E+02,4.022524E+02,2.234858E+02,4.206884E+02,2.285274E+02,4.107631E+02,2.242562E+02,4.012713E+02,2.220242E+02,4.105017E+02,2.235033E+02
-121.90882,37.28054,4.909568E+01,3.087095E+01,8.667465E+01,5.501487E+01,1.299116E+02,8.069918E+01,1.555124E+02,9.848760E+01,1.925649E+02,1.162710E+02,2.110235E+02,1.322705E+02,2.265640E+02,1.424880E+02,2.496813E+02,1.519286E+02,2.662205E+02,1.572561E+02,2.711887E+02,1.644625E+02,2.922540E+02,1.715772E+02,3.041203E+02,1.802767E+02,3.202564E+02,1.877585E+02,3.200272E+02,1.914027E+02,3.280227E+02,1.930597E+02,3.482656E+02,1.976311E+02,3.367739E+02,1.941053E+02,3.561838E+02,2.040320E+02,3.405203E+02,1.965507E+02,3.589231E+02,1.998280E+02,3.651305E+02,2.027952E+02,3.620815E+02,2.054244E+02,3.524938E+02,2.003110E+02,3.506063E+02,2.050779E+02,3.817230E+02,2.066675E+02,3.588227E+02,2.045714E+02,3.684579E+02,2.042107E+02,3.527596E+02,2.019891E+02,3.550890E+02,2.020251E+02,3.490199E+02,1.980650E+02
-121.90835,37.32551,4.701687E+01,3.044869E+01,9.040257E+01,5.651499E+01,1.289499E+02,7.978656E+01,1.506195E+02,9.759673E+01,1.809184E+02,1.163113E+02,2.065246E+02,1.298864E+02,2.192533E+02,1.403947E+02,2.407277E+02,1.483613E+02,2.526969E+02,1.536238E+02,2.613870E+02,1.590378E+02,2.791755E+02,1.687262E+02,2.879962E+02,1.741140E+02,3.162290E+02,1.864924E+02,3.216878E+02,1.886524E+02,3.362912E+02,1.957123E+02,3.215975E+02,1.898340E+02,3.416519E+02,1.940113E+02,3.409307E+02,2.007469E+02,3.235448E+02,1.936861E+02,3.384796E+02,1.988743E+02,3.362565E+02,1.973345E+02,3.400552E+02,1.972532E+02,3.357920E+02,1.998227E+02,3.487508E+02,1.996253E+02,3.222654E+02,1.963215E+02,3.296904E+02,1.948626E+02,3.394614E+02,2.043397E+02,3.520825E+02,2.022684E+02,3.345495E+02,1.973865E+02,3.446042E+02,2.036470E+02
-121.90787,37.37047,5.170259E+01,3.413163E+01,9.221237E+01,6.060894E+01,1.377450E+02,8.612035E+01,1.656322E+02,1.076489E+02,2.083468E+02,1.286235E+02,2.356396E+02,1.450647E+02,2.511240E+02,1.529948E+02,2.653161E+02,1.614686E+02,2.785600E+02,1.687502E+02,3.012100E+02,1.807482E+02,3.025869E+02,1.830285E+02,3.131999E+02,1.875352E+02,3.273248E+02,1.997646E+02,3.491497E+02,2.093424E+02,3.287131E+02,1.999131E+02,3.460476E+02,2.019975E+02,3.680109E+02,2.134672E+02,3.539980E+02,2.127903E+02,3.540172E+02,2.066500E+02,3.547682E+02,2.117243E+02,3.662675E+02,2.148624E+02,3.591551E+02,2.097714E+02,3.606971E+02,2.134796E+02,3.622351E+02,2.121618E+02,3.784288E+02,2.157783E+02,3.573078E+02,2.088445E+02,3.590391E+02,2.143121E+02,3.702021E+02,2.124056E+02,3.495292E+02,2.093020E+02,3.401010E+02,2.084583E+02
-121.90740,37.41544,6.684721E+01,4.106255E+01,1.148472E+02,7.244857E+01,1.687596E+02,1.049082E+02,2.118536E+02,1.321316E+02,2.624411E+02,1.562100E+02,2.875216E+02,1.723727E+02,3.105914E+02,1.830898E+02,3.289296E+02,1.966296E+02,3.547227E+02,2.051600E+02,3.693234E+02,2.125146E+02,3.886256E+02,2.245137E+02,3.878720E+02,2.321833E+02,4.104050E+02,2.361937E+02,4.311741E+02,2.458126E+02,4.403209E+02,2.448349E+02,4.153666E+02,2.402336E+02,4.320974E+02,2.502526E+02,4.502944E+02,2.549958E+02,4.308100E+02,2.436681E+02,4.392882E+02,2.525644E+02,4.703299E+02,2.533560E+02,4.246821E+02,2.424948E+02,4.497920E+02,2.597073E+02,4.398839E+02,2.555958E+02,4.537362E+02,2.552019E+02,4.130488E+02,2.440592E+02,4.451169E+02,2.551192E+02,4.554670E+02,2.525093E+02,4.353149E+02,2.532901E+02,4.107179E+02,2.438965E+02
-121.90692,37.46041,8.448805E+01,5.103377E+01,1.569532E+02,9.482129E+01,2.303390E+02,1.368595E+02,2.974034E+02,1.727801E+02,3.482733E+02,1.999729E+02,3.875451E+02,2.244904E+02,4.163527E+02,2.429244E+02,4.427297E+02,2.549509E+02,4.951138E+02,2.673967E+02,5.037388E+02,2.813078E+02,5.115567E+02,2.844648E+02,5.299801E+02,2.873375E+02,5.664755E+02,3.181647E+02,5.413698E+02,3.057167E+02,5.583551E+02,3.029512E+02,5.631806E+02,3.067842E+02,5.896741E+02,3.162907E+02,5.615470E+02,3.118572E+02,5.630140E+02,3.093825E+02,5.982064E+02,3.149758E+02,5.656103E+02,3.129850E+02,5.775809E+02,3.131763E+02,5.727711E+02,3.158438E+02,5.762696E+02,3.112916E+02,5.808067E+02,3.174982E+02,5.758621E+02,3.144556E+02,5.448282E+02,3.081104E+02,5.574112E+02,3.151902E+02,5.241047E+02,3.079489E+02,5.693340E+02,3.086882E+02
-121.90644,37.50537,9.326948E+01,5.771500E+01,1.720857E+02,1.068541E+02,2.448314E+02,1.484062E+02,3.267925E+02,1.926958E+02,3.640715E+02,2.237744E+02,4.330045E+02,2.469558E+02,4.593895E+02,2.684300E+02,5.172054E+02,2.860292E+02,5.332651E+02,2.991375E+02,5.300426E+02,3.063653E+02,5.801359E+02,3.180473E+02,5.666209E+02,3.196284E+02,6.025089E+02,3.403451E+02,6.148349E+02,3.466298E+02,6.336226E+02,3.486693E+02,6.108886E+02,3.412957E+02,6.128899E+02,3.389043E+02,6.104506E+02,3.403887E+02,5.967667E+02,3.288631E+02,5.957051E+02,3.307516E+02,6.255349E+02,3.429482E+02,6.049417E+02,3.431822E+02,5.951322E+02,3.363819E+02,6.130171E+02,3.436160E+02,5.914531E+02,3.372769E+02,6.095394E+02,3.365692E+02,6.200101E+02,3.413715E+02,6.094521E+02,3.311112E+02,6.062505E+02,3.368660E+02,5.867250E+02,3.250898E+02
-121.90597,37.55034,9.288906E+01,5.744689E+01,1.700485E+02,1.059514E+02,2.490863E+02,1.495667E+02,3.047125E+02,1.866455E+02,3.770677E+02,2.255730E+02,4.470528E+02,2.553901E+02,4.722256E+02,2.764617E+02,4.958964E+02,2.915764E+02,5.459827E+02,3.098021E+02,5.409405E+02,3.202308E+02,5.918499E+02,3.278988E+02,5.903945E+02,3.383490E+02,5.903095E+02,3.459368E+02,5.993196E+02,3.491944E+02,6.308200E+02,3.593562E+02,6.206709E+02,3.463858E+02,6.045022E+02,3.400388E+02,6.320965E+02,3.483886E+02,6.152292E+02,3.460271E+02,6.249159E+02,3.460069E+02,6.348558E+02,3.482950E+02,6.354788E+02,3.483132E+02,6.253017E+02,3.509601E+02,6.023750E+02,3.466423E+02,6.366988E+02,3.495223E+02,6.220329E+02,3.340398E+02,6.344967E+02,3.542093E+02,6.140220E+02,3.493649E+02,6.279164E+02,3.409736E+02,5.898444E+02,3.334272E+02
-121.90549,37.59531,8.363636E+01,5.143095E+01,1.505215E+02,9.208311E+01,2.103417E+02,1.300682E+02,2.757159E+02,1.632568E+02,3.255559E+02,1.915327E+02,3.753908E+02,2.181397E+02,3.990205E+02,2.344744E+02,4.212725E+02,2.469320E+02,4.390846E+02,2.602605E+02,4.748686E+02,2.759838E+02,4.952927E+02,2.805654E+02,5.122731E+02,2.853768E+02,5.374675E+02,2.979209E+02,5.554497E+02,3.027009E+02,5.487332E+02,3.015932E+02,5.740533E+02,3.016591E+02,5.575014E+02,2.970255E+02,5.632297E+02,3.039790E+02,5.430017E+02,3.014758E+02,5.475367E+02,2.985367E+02,5.620718E+02,3.085015E+02,5.601017E+02,3.024126E+02,5.508988E+02,3.065937E+02,5.602921E+02,3.047044E+02,5.715854E+02,3.044729E+02,5.355011E+02,2.972733E+02,5.531845E+02,3.030096E+02,5.552751E+02,3.070762E+02,5.602628E+02,2.990067E+02,5.293236E+02,2.993770E+02
-121.90501,37.64027,7.454397E+01,4.503011E+01,1.371834E+02,7.964583E+01,2.063873E+02,1.205092E+02,2.547354E+02,1.447467E+02,2.983005E+02,1.679531E+02,3.247498E+02,1.862069E+02,3.639619E+02,2.070601E+02,3.905326E+02,2.102528E+02,4.090360E+02,2.306570E+02,4.381150E+02,2.359932E+02,4.710758E+02,2.418614E+02,4.583349E+02,2.500755E+02,4.869142E+02,2.633426E+02,5.010324E+02,2.673730E+02,4.969946E+02,2.634456E+02,4.905369E+02,2.533506E+02,5.152248E+02,2.656140E+02,5.005810E+02,2.682566E+02,4.769029E+02,2.641029E+02,4.911255E+02,2.656465E+02,5.120307E+02,2.722529E+02,5.084420E+02,2.678830E+02,4.924934E+02,2.717178E+02,5.042481E+02,2.656971E+02,4.993269E+02,2.709832E+02,4.828330E+02,2.593387E+02,4.914736E+02,2.728865E+02,5.048968E+02,2.661919E+02,4.939207E+02,2.690132E+02,4.866610E+02,2.660256E+02
-121.90452,37.68524,7.216706E+01,3.954767E+01,1.259618E+02,7.163176E+01,1.853910E+02,1.036703E+02,2.238866E+02,1.285884E+02,2.659720E+02,1.498181E+02,3.125940E+02,1.713379E+02,3.342329E+02,1.832831E+02,3.705631E+02,1.911882E+02,3.650059E+02,2.010362E+02,3.813238E+02,2.097454E+02,3.964085E+02,2.128995E+02,4.174977E+02,2.189506E+02,4.312602E+02,2.251512E+02,4.526579E+02,2.358420E+02,4.555058E+02,2.326587E+02,4.582522E+02,2.319160E+02,4.532290E+02,2.409163E+02,4.493192E+02,2.379620E+02,4.565387E+02,2.368704E+02,4.711104E+02,2.385081E+02,4.685256E+02,2.400682E+02,4.489806E+02,2.417681E+02,4.683121E+02,2.385041E+02,4.531966E+02,2.416123E+02,4.552328E+02,2.388312E+02,4.668094E+02,2.392643E+02,4.639038E+02,2.372610E+02,4.611789E+02,2.410495E+02,4.561982E+02,2.329526E+02,4.428260E+02,2.359927E+02
-121.90404,37.73020,6.577256E+01,3.783934E+01,1.207141E+02,6.884694E+01,1.756113E+02,9.845017E+01,2.161657E+02,1.200129E+02,2.445329E+02,1.390811E+02,2.884186E+02,1.590383E+02,2.974691E+02,1.637323E+02,3.149068E+02,1.742276E+02,3.363800E+02,1.833965E+02,3.631450E+02,1.927092E+02,3.845071E+02,2.001945E+02,3.706307E+02,2.014225E+02,3.979127E+02,2.147739E+02,4.228975E+02,2.205015E+02,4.233702E+02,2.134148E+02,4.295325E+02,2.196250E+02,4.245957E+02,2.236103E+02,4.253798E+02,2.185058E+02,4.114430E+02,2.163447E+02,4.250275E+02,2.216730E+02,4.446558E+02,2.260181E+02,4.277628E+02,2.203066E+02,4.331420E+02,2.169364E+02,4.107810E+02,2.215450E+02,4.517202E+02,2.217289E+02,4.156349E+02,2.209594E+02,4.298957E+02,2.301331E+02,4.264023E+02,2.178551E+02,3.989840E+02,2.141241E+02,4.180181E+02,2.180852E+02
-121.90356,37.77517,6.428208E+01,3.617781E+01,1.166068E+02,6.398744E+01,1.770273E+02,9.262345E+01,2.158366E+02,1.154308E+02,2.406959E+02,1.320799E+02,2.845349E+02,1.497040E+02,2.973129E+02,1.606232E+02,3.247730E+02,1.662258E+02,3.308179E+02,1.739861E+02,3.386984E+02,1.816638E+02,3.680954E+02,1.912385E+02,3.704518E+02,1.947583E+02,3.843287E+02,1.996473E+02,3.885050E+02,2.002395E+02,4.103367E+02,2.025236E+02,3.921192E+02,2.039281E+02,4.013560E+02,2.019042E+02,3.977388E+02,2.039296E+02,3.937021E+02,2.071233E+02,3.931572E+02,2.070024E+02,4.411910E+02,2.124088E+02,3.975758E+02,2.090353E+02,4.126558E+02,2.116235E+02,4.161924E+02,2.119081E+02,4.134809E+02,2.108481E+02,4.033521E+02,2.074132E+02,3.915400E+02,2.095054E+02,4.097164E+02,2.119504E+02,3.961020E+02,2.032693E+02,3.974246E+02,2.092380E+02
-121.90307,37.82014,6.372660E+01,3.468079E+01,1.053593E+02,6.154469E+01,1.645703E+02,8.947224E+01,1.974640E+02,1.083579E+02,2.271169E+02,1.277006E+02,2.642813E+02,1.452688E+02,2.731621E+02,1.482082E+02,2.965750E+02,1.605996E+02,3.051274E+02,1.641338E+02,3.130645E+02,1.700755E+02,3.353136E+02,1.754061E+02,3.232547E+02,1.809904E+02,3.478448E+02,1.889305E+02,3.667421E+02,1.929352E+02,3.575514E+02,1.895879E+02,3.637012E+02,1.888405E+02,3.762798E+02,1.913909E+02,3.734179E+02,1.962490E+02,3.525383E+02,1.928206E+02,3.820240E+02,1.941411E+02,3.798635E+02,1.957514E+02,3.668088E+02,1.931879E+02,3.725672E+02,1.963251E+02,3.603127E+02,1.963639E+02,3.701899E+02,1.934832E+02,3.577331E+02,1.949743E+02,3.699872E+02,1.961762E+02,3.693291E+02,1.970190E+02,3.670433E+02,1.977156E+02,3.603831E+02,1.968741E+02
-121.90259,37.86510,6.061763E+01,3.349951E+01,1.103342E+02,6.053042E+01,1.670587E+02,8.930302E+01,1.860903E+02,1.062663E+02,2.203583E+02,1.234429E+02,2.639954E+02,1.454061E+02,2.773436E+02,1.482935E+02,2.919554E+02,1.599042E+02,2.987316E+02,1.619392E+02,3.222668E+02,1.697242E+02,3.220951E+02,1.740010E+02,3.362481E+02,1.749678E+02,3.448651E+02,1.825910E+02,3.563805E+02,1.875173E+02,3.705064E+02,1.888086E+02,3.625277E+02,1.855196E+02,3.766525E+02,1.886790E+02,3.662962E+02,1.888587E+02,3.414970E+02,1.881791E+02,3.494627E+02,1.861363E+02,3.608871E+02,1.942618E+02,3.704581E+02,1.917663E+02,3.694023E+02,1.941831E+02,3.626533E+02,1.887866E+02,3.672475E+02,1.905786E+02,3.560030E+02,1.905835E+02,3.783934E+02,1.921386E+02,3.506976E+02,1.916359E+02,3.557176E+02,1.849549E+02,3.621944E+02,1.903095E+02
-121.90210,37.91007,5.953970E+01,3.345270E+01,1.077635E+02,5.779995E+01,1.573780E+02,8.542104E+01,1.799147E+02,1.023968E+02,2.251559E+02,1.207143E+02,2.552137E+02,1.353252E+02,2.689690E+02,1.424867E+02,2.777581E+02,1.538798E+02,2.776425E+02,1.530092E+02,3.229840E+02,1.669390E+02,3.223960E+02,1.717678E+02,3.236938E+02,1.702606E+02,3.512804E+02,1.795490E+02,3.592906E+02,1.810740E+02,3.524414E+02,1.805595E+02,3.383198E+02,1.792599E+02,3.305992E+02,1.780741E+02,3.257381E+02,1.783479E+02,3.426008E+02,1.798871E+02,3.492821E+02,1.844994E+02,3.519459E+02,1.817092E+02,3.445556E+02,1.818099E+02,3.600439E+02,1.828935E+02,3.458706E+02,1.848133E+02,3.570596E+02,1.859696E+02,3.428821E+02,1.807652E+02,3.525515E+02,1.840133E+02,3.441582E+02,1.807593E+02,3.339974E+02,1.759335E+02,3.337189E+02,1.819001E+02
